id_linha,circular,letreiro_numerico,sentido,tipo_letreiro,terminal_principal,terminal_secundario
1,False,5119,1,10,LGO. SÃO FRANCISCO,TERM. CAPELINHA
32769,False,5119,2,10,LGO. SÃO FRANCISCO,TERM. CAPELINHA
2124,False,5119,1,22,LGO. SÃO FRANCISCO,TERM. JOÃO DIAS
34892,False,5119,2,22,LGO. SÃO FRANCISCO,TERM. JOÃO DIAS
2125,True,5119,1,23,INSTITUTO LUCY MONTORO,TERM. JOÃO DIAS
34893,True,5119,2,23,INSTITUTO LUCY MONTORO,TERM. JOÃO DIAS
1125,False,5123,1,10,HOSP. SÃO PAULO,JD. MIRIAM
33893,False,5123,2,10,HOSP. SÃO PAULO,JD. MIRIAM
1127,False,5127,1,10,EST. JURUBATUBA,VL. GUACURI
33895,False,5127,2,10,EST. JURUBATUBA,VL. GUACURI
1128,False,5128,1,10,METRÔ CONCEIÇÃO,JD. APURÁ
33896,False,5128,2,10,METRÔ CONCEIÇÃO,JD. APURÁ
1281,False,5129,1,10,TERM. GUARAPIRANGA,JD. MIRIAM
34049,False,5129,2,10,TERM. GUARAPIRANGA,JD. MIRIAM
1974,False,5129,1,41,STO. AMARO,JD. MIRIAM
34742,False,5129,2,41,STO. AMARO,JD. MIRIAM
1282,False,5131,1,10,PQ. D. PEDRO II,CID. ADEMAR
34050,False,5131,2,10,PQ. D. PEDRO II,CID. ADEMAR
2535,False,513C,1,10,SÃO MATEUS,VL. CALIFÓRNIA
35303,False,513C,2,10,SÃO MATEUS,VL. CALIFÓRNIA
2536,False,513C,1,31,E.T. ITAQUERA,VL. CALIFÓRNIA
35304,False,513C,2,31,E.T. ITAQUERA,VL. CALIFÓRNIA
1655,False,513L,1,10,PQ. BELÉM,TERM. SACOMÃ
34423,False,513L,2,10,PQ. BELÉM,TERM. SACOMÃ
1625,False,5141,1,10,PÇA. DO CORREIO,TERM. SAPOPEMBA
34393,False,5141,2,10,PÇA. DO CORREIO,TERM. SAPOPEMBA
1626,False,5142,1,10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA
34394,False,5142,2,10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA
1628,False,5143,1,10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA
34396,False,5143,2,10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA
1627,False,5144,1,10,TERM. PRINC. ISABEL,TERM. SAPOPEMBA
34395,False,5144,2,10,TERM. PRINC. ISABEL,TERM. SAPOPEMBA
1641,False,5145,1,10,PÇA. ALMEIDA JR.,TERM. SAPOPEMBA
34409,False,5145,2,10,PÇA. ALMEIDA JR.,TERM. SAPOPEMBA
1671,False,514T,1,10,CONJ. HAB. TEOTÔNIO VILELA,TERM. SACOMÃ
34439,False,514T,2,10,CONJ. HAB. TEOTÔNIO VILELA,TERM. SACOMÃ
353,False,5154,1,10,TERM. PRINC. ISABEL,TERM. STO. AMARO
33121,False,5154,2,10,TERM. PRINC. ISABEL,TERM. STO. AMARO
1283,True,5164,1,10,PQ. IBIRAPUERA,VL. STA. CATARINA
34051,True,5164,2,10,PQ. IBIRAPUERA,VL. STA. CATARINA
1616,True,5164,1,21,PQ. IBIRAPUERA,CID. LEONOR
34384,True,5164,2,21,PQ. IBIRAPUERA,CID. LEONOR
1617,True,5164,1,41,METRÔ CONCEIÇÃO,VL. GUARANI
34385,True,5164,2,41,METRÔ CONCEIÇÃO,VL. GUARANI
266,True,516N,1,10,PÇA. D. GASTÃO,JD. MIRIAM
33034,True,516N,2,10,PÇA. D. GASTÃO,JD. MIRIAM
593,False,5175,1,10,PÇA. DA SÉ,BALN. SÃO FRANCISCO
33361,False,5175,2,10,PÇA. DA SÉ,BALN. SÃO FRANCISCO
595,False,5178,1,10,PÇA. JOÃO MENDES,JD. MIRIAM
33363,False,5178,2,10,PÇA. JOÃO MENDES,JD. MIRIAM
1129,False,517J,1,10,TERM. ÁGUA ESPRAIADA,JD. SELMA
33897,False,517J,2,10,TERM. ÁGUA ESPRAIADA,JD. SELMA
1308,False,5185,1,10,TERM. PQ. D. PEDRO II,TERM. GUARAPIRANGA
34076,False,5185,2,10,TERM. PQ. D. PEDRO II,TERM. GUARAPIRANGA
269,True,5194,1,10,PQ. IBIRAPUERA,JD. APURÁ
33037,True,5194,2,10,PQ. IBIRAPUERA,JD. APURÁ
2095,True,5194,1,21,AEROPORTO,JD. APURÁ
34863,True,5194,2,21,AEROPORTO,JD. APURÁ
2211,False,519M,1,10,MUSEU DO IPIRANGA,SÃO MATEUS
34979,False,519M,2,10,MUSEU DO IPIRANGA,SÃO MATEUS
1715,False,524L,1,10,METRÔ TATUAPÉ,PQ. SÃO LUCAS
34483,False,524L,2,10,METRÔ TATUAPÉ,PQ. SÃO LUCAS
1631,False,524M,1,10,SHOP. ARICANDUVA,MASCARENHAS DE MORAIS
34399,False,524M,2,10,SHOP. ARICANDUVA,MASCARENHAS DE MORAIS
271,False,527R,1,10,TERM. STO. AMARO,VL. IMPÉRIO
33039,False,527R,2,10,TERM. STO. AMARO,VL. IMPÉRIO
597,False,5290,1,10,TERM. PQ. D. PEDRO II,DIV. DIADEMA
33365,False,5290,2,10,TERM. PQ. D. PEDRO II,DIV. DIADEMA
354,False,5300,1,10,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
33122,False,5300,2,10,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
69,False,5317,1,10,PÇA. DO CORREIO,SESC/ORION
32837,False,5317,2,10,PÇA. DO CORREIO,SESC/ORION
45,False,5318,1,10,PÇA. DA SÉ,CHÁC. SANTANA
32813,False,5318,2,10,PÇA. DA SÉ,CHÁC. SANTANA
70,False,5362,1,10,PÇA. DA SÉ,PQ. RES. COCAIA
32838,False,5362,2,10,PÇA. DA SÉ,PQ. RES. COCAIA
71,False,5362,1,21,PÇA. DA SÉ,GRAJAÚ
32839,False,5362,2,21,PÇA. DA SÉ,GRAJAÚ
1645,False,5362,1,22,PÇA. DA SÉ,JD. ELIANA
34413,False,5362,2,22,PÇA. DA SÉ,JD. ELIANA
1860,True,5362,1,23,VICENTE RAO,PQ. RES. COCAIA
34628,True,5362,2,23,VICENTE RAO,PQ. RES. COCAIA
72,False,5362,1,41,PQ. IBIRAPUERA,PQ. RES. COCAIA
32840,False,5362,2,41,PQ. IBIRAPUERA,PQ. RES. COCAIA
1442,False,5370,1,10,LGO. SÃO FRANCISCO,TERM. VARGINHA
34210,False,5370,2,10,LGO. SÃO FRANCISCO,TERM. VARGINHA
1551,False,5370,1,21,PQ. IBIRAPUERA,TERM. VARGINHA
34319,False,5370,2,21,PQ. IBIRAPUERA,TERM. VARGINHA
171,False,5391,1,10,LGO. SÃO FRANCISCO,JD. ÂNGELA
32939,False,5391,2,10,LGO. SÃO FRANCISCO,JD. ÂNGELA
1729,False,5391,1,21,LGO. SÃO FRANCISCO,TERM. GUARAPIRANGA
34497,False,5391,2,21,LGO. SÃO FRANCISCO,TERM. GUARAPIRANGA
1778,False,5391,1,22,JD. ÂNGELA,MOEMA
34546,False,5391,2,22,JD. ÂNGELA,MOEMA
1131,False,546A,1,10,STO. AMARO,JD. APURÁ
33899,False,546A,2,10,STO. AMARO,JD. APURÁ
1132,False,546A,1,31,STO. AMARO,JD. APURÁ
33900,False,546A,2,31,STO. AMARO,JD. APURÁ
1133,False,546J,1,10,STO. AMARO,JD. SELMA
33901,False,546J,2,10,STO. AMARO,JD. SELMA
2015,False,546J,1,31,STO. AMARO,JD. SELMA
34783,False,546J,2,31,STO. AMARO,JD. SELMA
1134,False,546J,1,41,COL. STA. MARIA,JD. SELMA
33902,False,546J,2,41,COL. STA. MARIA,JD. SELMA
1285,False,546L,1,10,TERM. STO. AMARO,JD. LUSO
34053,False,546L,2,10,TERM. STO. AMARO,JD. LUSO
1286,False,546L,1,41,COL. STA. MARIA,JD. LUSO
34054,False,546L,2,41,COL. STA. MARIA,JD. LUSO
272,False,546T,1,10,TERM. STO. AMARO,VL. GUACURI
33040,False,546T,2,10,TERM. STO. AMARO,VL. GUACURI
598,False,5611,1,10,PÇA. JOÃO MENDES,ELDORADO
33366,False,5611,2,10,PÇA. JOÃO MENDES,ELDORADO
1515,False,5614,1,10,PÇA. JOÃO MENDES,ELDORADO
34283,False,5614,2,10,PÇA. JOÃO MENDES,ELDORADO
2464,True,5614,1,21,PQ. IBIRAPUERA,ELDORADO
35232,True,5614,2,21,PQ. IBIRAPUERA,ELDORADO
78,False,5630,1,10,METRÔ BRÁS,TERM. GRAJAÚ
32846,False,5630,2,10,METRÔ BRÁS,TERM. GRAJAÚ
1447,False,5630,1,21,LGO. SÃO FRANCISCO,CID. DUTRA
34215,False,5630,2,21,LGO. SÃO FRANCISCO,CID. DUTRA
81,False,5632,1,10,LGO. SÃO FRANCISCO,VL. SÃO JOSÉ
32849,False,5632,2,10,LGO. SÃO FRANCISCO,VL. SÃO JOSÉ
82,False,5632,1,21,LGO. SÃO FRANCISCO,JD. IPORANGA
32850,False,5632,2,21,LGO. SÃO FRANCISCO,JD. IPORANGA
83,False,5632,1,51,LGO. SÃO FRANCISCO,JD. ALPINO
32851,False,5632,2,51,LGO. SÃO FRANCISCO,JD. ALPINO
274,False,5652,1,10,PÇA. DA SÉ,JD. IV CENTENÁRIO
33042,False,5652,2,10,PÇA. DA SÉ,JD. IV CENTENÁRIO
2516,True,5652,1,22,PQ. IBIRAPUERA,JD. IV CENTENÁRIO
35284,True,5652,2,22,PQ. IBIRAPUERA,JD. IV CENTENÁRIO
1136,False,5701,1,10,TERM. ÁGUA ESPRAIADA,METRÔ CONCEIÇÃO
33904,False,5701,2,10,TERM. ÁGUA ESPRAIADA,METRÔ CONCEIÇÃO
1137,False,5702,1,10,METRÔ JABAQUARA,REFÚGIO STA. TEREZINHA
33905,False,5702,2,10,METRÔ JABAQUARA,REFÚGIO STA. TEREZINHA
1657,False,5705,1,10,METRÔ VERGUEIRO,TERM. SACOMÃ
34425,False,5705,2,10,METRÔ VERGUEIRO,TERM. SACOMÃ
1637,True,573A,1,10,VL. ALPINA,METRÔ BRESSER
34405,True,573A,2,10,VL. ALPINA,METRÔ BRESSER
1630,False,573H,1,10,METRÔ BRESSER,HOSP. SAPOPEMBA
34398,False,573H,2,10,METRÔ BRESSER,HOSP. SAPOPEMBA
1632,False,573T,1,10,METRÔ CARRÃO,TERM. SAPOPEMBA
34400,False,573T,2,10,METRÔ CARRÃO,TERM. SAPOPEMBA
2248,False,573T,1,31,METRÔ CARRÃO,TERM. SAPOPEMBA
35016,False,573T,2,31,METRÔ CARRÃO,TERM. SAPOPEMBA
602,False,574A,1,10,LGO. CAMBUCI,AMERICANÓPOLIS
33370,False,574A,2,10,LGO. CAMBUCI,AMERICANÓPOLIS
1690,True,574A,1,21,METRÔ VL. MARIANA,AMERICANÓPOLIS
34458,True,574A,2,21,METRÔ VL. MARIANA,AMERICANÓPOLIS
1639,False,574C,1,10,DIV. DE SÃO CAETANO,SÃO MATEUS
34407,False,574C,2,10,DIV. DE SÃO CAETANO,SÃO MATEUS
1685,False,574J,1,10,TERM. VL. CARRÃO,METRÔ CONCEIÇÃO
34453,False,574J,2,10,TERM. VL. CARRÃO,METRÔ CONCEIÇÃO
1623,False,574R,1,10,METRÔ BELÉM,TERM. SAPOPEMBA
34391,False,574R,2,10,METRÔ BELÉM,TERM. SAPOPEMBA
1629,False,574W,1,10,METRÔ BELÉM,JD. WALKIRIA
34397,False,574W,2,10,METRÔ BELÉM,JD. WALKIRIA
1287,False,5752,1,10,METRÔ CONCEIÇÃO,VL. MISSIONÁRIA
34055,False,5752,2,10,METRÔ CONCEIÇÃO,VL. MISSIONÁRIA
1288,False,5757,1,10,METRÔ CONCEIÇÃO,CID. JÚLIA
34056,False,5757,2,10,METRÔ CONCEIÇÃO,CID. JÚLIA
1976,False,5757,1,51,METRÔ CONCEIÇÃO,PEDREIRA
34744,False,5757,2,51,METRÔ CONCEIÇÃO,PEDREIRA
1138,False,5759,1,10,METRÔ CONCEIÇÃO,PQ. PRIMAVERA
33906,False,5759,2,10,METRÔ CONCEIÇÃO,PQ. PRIMAVERA
1139,False,5759,1,31,METRÔ CONCEIÇÃO,PQ. PRIMAVERA
33907,False,5759,2,31,METRÔ CONCEIÇÃO,PQ. PRIMAVERA
1638,False,575A,1,10,SHOP. METRÔ TATUAPÉ,DIV. SÃO CAETANO
34406,False,575A,2,10,SHOP. METRÔ TATUAPÉ,DIV. SÃO CAETANO
1686,False,575C,1,10,VL MATIAS,IPIRANGA
34454,False,575C,2,10,VL MATIAS,IPIRANGA
1290,False,576C,1,10,TERM. STO. AMARO,METRÔ JABAQUARA
34058,False,576C,2,10,TERM. STO. AMARO,METRÔ JABAQUARA
604,False,576M,1,10,PINHEIROS,VL. CLARA
33372,False,576M,2,10,PINHEIROS,VL. CLARA
1291,False,577T,1,10,METRÔ ANA ROSA,JD. MIRIAM
34059,False,577T,2,10,METRÔ ANA ROSA,JD. MIRIAM
607,False,5791,1,10,METRÔ VERGUEIRO,ELDORADO
33375,False,5791,2,10,METRÔ VERGUEIRO,ELDORADO
2463,True,5791,1,21,METRÔ JABAQUARA,ELDORADO
35231,True,5791,2,21,METRÔ JABAQUARA,ELDORADO
1140,False,6000,1,10,TERM. STO. AMARO,TERM. PARELHEIROS
33908,False,6000,2,10,TERM. STO. AMARO,TERM. PARELHEIROS
52,False,6001,1,10,TERM. STO. AMARO,TERM. CAPELINHA
32820,False,6001,2,10,TERM. STO. AMARO,TERM. CAPELINHA
1979,True,6002,1,10,HOSP. PEDREIRA,CID. DUTRA
34747,True,6002,2,10,HOSP. PEDREIRA,CID. DUTRA
1472,False,6003,1,10,TERM. VARGINHA,TERM. GRAJAÚ
34240,False,6003,2,10,TERM. VARGINHA,TERM. GRAJAÚ
2576,True,6003,1,21,EST. MENDES/VL. NATAL,TERM. VARGINHA
35344,True,6003,2,21,EST. MENDES/VL. NATAL,TERM. VARGINHA
175,False,6006,1,10,SHOP. INTERLAGOS,JD. HERCULANO
32943,False,6006,2,10,SHOP. INTERLAGOS,JD. HERCULANO
176,False,6007,1,10,TERM. STO. AMARO,TERM. CAPELINHA
32944,False,6007,2,10,TERM. STO. AMARO,TERM. CAPELINHA
1200,False,6008,1,10,EST. STO. AMARO/GUIDO CALOI,JD. PLANALTO
33968,False,6008,2,10,EST. STO. AMARO/GUIDO CALOI,JD. PLANALTO
1536,True,6008,1,41,JD. COPACABANA,TERM. JD. ÂNGELA
34304,True,6008,2,41,JD. COPACABANA,TERM. JD. ÂNGELA
1202,False,6010,1,10,TERM. GUARAPIRANGA,CHÁC. STA. MARIA
33970,False,6010,2,10,TERM. GUARAPIRANGA,CHÁC. STA. MARIA
1204,True,6012,1,10,JD. ÂNGELA,PQ. INDEPENDÊNCIA
33972,True,6012,2,10,JD. ÂNGELA,PQ. INDEPENDÊNCIA
1776,True,6012,1,31,JD. ÂNGELA,PQ. INDEPENDÊNCIA
34544,True,6012,2,31,JD. ÂNGELA,PQ. INDEPENDÊNCIA
186,False,6013,1,10,TERM. STO. AMARO,JD. NAKAMURA
32954,False,6013,2,10,TERM. STO. AMARO,JD. NAKAMURA
187,False,6013,1,21,JD. ÂNGELA,ETEC
32955,False,6013,2,21,JD. ÂNGELA,ETEC
188,False,6014,1,10,TERM. STO. AMARO,TERM. JD. JACIRA
32956,False,6014,2,10,TERM. STO. AMARO,TERM. JD. JACIRA
1205,True,6015,1,10,JD. ÂNGELA,VL. CALÚ
33973,True,6015,2,10,JD. ÂNGELA,VL. CALÚ
84,False,6016,1,10,TERM. GRAJAÚ,JD. NORONHA
32852,False,6016,2,10,TERM. GRAJAÚ,JD. NORONHA
1706,False,6016,1,41,TERM. GRAJAÚ,JD. PORTO VELHO
34474,False,6016,2,41,TERM. GRAJAÚ,JD. PORTO VELHO
1206,True,6017,1,10,JD. ÂNGELA,JD. NAKAMURA
33974,True,6017,2,10,JD. ÂNGELA,JD. NAKAMURA
1490,True,6019,1,10,JD. ALFREDO,TERM. GUARAPIRANGA
34258,True,6019,2,10,JD. ALFREDO,TERM. GUARAPIRANGA
2455,True,6020,1,10,PARELHEIROS,CHÁC. BOSQUE DO SOL
35223,True,6020,2,10,PARELHEIROS,CHÁC. BOSQUE DO SOL
2456,True,6020,1,51,PARELHEIROS,ESTR. DO JUSA
35224,True,6020,2,51,PARELHEIROS,ESTR. DO JUSA
177,True,6021,1,10,JD. NOVA ERA,TERM. VARGINHA
32945,True,6021,2,10,JD. NOVA ERA,TERM. VARGINHA
1207,True,6022,1,10,JD. ÂNGELA,PQ. CEREJEIRA
33975,True,6022,2,10,JD. ÂNGELA,PQ. CEREJEIRA
87,False,6026,1,10,TERM. STO. AMARO,JD. ICARAÍ
32855,False,6026,2,10,TERM. STO. AMARO,JD. ICARAÍ
90,False,6027,1,10,TERM. STO. AMARO,JD. GRAUNA
32858,False,6027,2,10,TERM. STO. AMARO,JD. GRAUNA
1211,False,6028,1,10,TERM. STO. AMARO,RIVIERA
33979,False,6028,2,10,TERM. STO. AMARO,RIVIERA
1142,False,6030,1,10,TERM. STO. AMARO,UNISA-CAMPUS 1
33910,False,6030,2,10,TERM. STO. AMARO,UNISA-CAMPUS 1
92,False,6031,1,10,EST. MENDES/VL. NATAL,TERM. GRAJAÚ
32860,False,6031,2,10,EST. MENDES/VL. NATAL,TERM. GRAJAÚ
95,False,6034,1,10,TERM. GRAJAÚ,PQ. RES. COCAIA
32863,False,6034,2,10,TERM. GRAJAÚ,PQ. RES. COCAIA
1213,False,6035,1,10,STO. AMARO,VL. GILDA
33981,False,6035,2,10,STO. AMARO,VL. GILDA
1795,False,6035,1,21,TERM. GUARAPIRANGA,VL. GILDA
34563,False,6035,2,21,TERM. GUARAPIRANGA,VL. GILDA
1214,False,6036,1,10,TERM. CAPELINHA,JD. MACEDÔNIA
33982,False,6036,2,10,TERM. CAPELINHA,JD. MACEDÔNIA
2586,True,6036,1,51,HOSP. CAMPO LIMPO,JD. MACEDÔNIA
35354,True,6036,2,51,HOSP. CAMPO LIMPO,JD. MACEDÔNIA
1215,True,6037,1,10,TERM. CAPELINHA,JD. MITSUTANI
33983,True,6037,2,10,TERM. CAPELINHA,JD. MITSUTANI
1217,False,6039,1,10,STO. AMARO,VALO VELHO
33985,False,6039,2,10,STO. AMARO,VALO VELHO
2493,True,6039,1,21,COHAB JD. SÃO BENTO,TERM. CAPELINHA
35261,True,6039,2,21,COHAB JD. SÃO BENTO,TERM. CAPELINHA
1218,False,6041,1,10,STO. AMARO,JD. JANGADEIRO
33986,False,6041,2,10,STO. AMARO,JD. JANGADEIRO
1749,True,6041,1,21,JD. MONTE AZUL,TERM. JOÃO DIAS
34517,True,6041,2,21,JD. MONTE AZUL,TERM. JOÃO DIAS
1219,False,6042,1,10,STO. AMARO,JD. TRÊS ESTRELAS
33987,False,6042,2,10,STO. AMARO,JD. TRÊS ESTRELAS
1775,False,6042,1,21,CEU CAPÃO REDONDO,TERM. CAPELINHA
34543,False,6042,2,21,CEU CAPÃO REDONDO,TERM. CAPELINHA
2490,False,6042,1,22,TERM. CAPELINHA,JD. VAZ DE LIMA
35258,False,6042,2,22,TERM. CAPELINHA,JD. VAZ DE LIMA
1220,False,6043,1,10,TERM. STO. AMARO,JD. CAPELINHA
33988,False,6043,2,10,TERM. STO. AMARO,JD. CAPELINHA
1221,False,6044,1,10,TERM. STO. AMARO,JD. D. JOSÉ
33989,False,6044,2,10,TERM. STO. AMARO,JD. D. JOSÉ
1222,False,6045,1,10,STO. AMARO,VALO VELHO
33990,False,6045,2,10,STO. AMARO,VALO VELHO
2164,True,6045,1,21,TERM. CAPELINHA,VALO VELHO
34932,True,6045,2,21,TERM. CAPELINHA,VALO VELHO
1223,False,6046,1,10,STO. AMARO,JD. SÃO BENTO NOVO
33991,False,6046,2,10,STO. AMARO,JD. SÃO BENTO NOVO
1224,False,6047,1,10,STO. AMARO,JD. LÍDIA
33992,False,6047,2,10,STO. AMARO,JD. LÍDIA
56,False,6048,1,10,STO. AMARO,CAPÃO REDONDO
32824,False,6048,2,10,STO. AMARO,CAPÃO REDONDO
1309,False,6049,1,10,STO. AMARO,VALO VELHO
34077,False,6049,2,10,STO. AMARO,VALO VELHO
1225,False,6050,1,10,TERM. GRAJAÚ,PQ. COCAIA
33993,False,6050,2,10,TERM. GRAJAÚ,PQ. COCAIA
1143,False,6051,1,10,TERM. VARGINHA,JD. ITAJAÍ
33911,False,6051,2,10,TERM. VARGINHA,JD. ITAJAÍ
1606,False,6051,1,31,TERM. VARGINHA,JD. ITAJAÍ
34374,False,6051,2,31,TERM. VARGINHA,JD. ITAJAÍ
1144,False,6052,1,10,TERM. VARGINHA,JD. SETE DE SETEMBRO
33912,False,6052,2,10,TERM. VARGINHA,JD. SETE DE SETEMBRO
1832,False,6052,1,31,TERM. VARGINHA,JD. ALMEIDA PRADO
34600,False,6052,2,31,TERM. VARGINHA,JD. ALMEIDA PRADO
1145,False,6053,1,10,TERM. GRAJAÚ,JD. ELLUS
33913,False,6053,2,10,TERM. GRAJAÚ,JD. ELLUS
1146,True,6055,1,10,SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),EST. MENDES/VL. NATAL
33914,True,6055,2,10,SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),EST. MENDES/VL. NATAL
1147,False,6056,1,10,TERM. GRAJAÚ,PQ. STA. CECÍLIA
33915,False,6056,2,10,TERM. GRAJAÚ,PQ. STA. CECÍLIA
1148,False,6057,1,10,TERM. GRAJAÚ,VL. NATAL
33916,False,6057,2,10,TERM. GRAJAÚ,VL. NATAL
1149,False,6058,1,10,TERM. VARGINHA,JD. NORONHA
33917,False,6058,2,10,TERM. VARGINHA,JD. NORONHA
1226,False,6059,1,10,STO. AMARO,JD. UNIVERSAL
33994,False,6059,2,10,STO. AMARO,JD. UNIVERSAL
2522,True,605A,1,10,METRÔ JABAQUARA,CENTRO PARALIMPICO
35290,True,605A,2,10,METRÔ JABAQUARA,CENTRO PARALIMPICO
1150,False,6061,1,10,TERM. GRAJAÚ,JD. MARILDA
33918,False,6061,2,10,TERM. GRAJAÚ,JD. MARILDA
1151,False,6062,1,10,JD. CASTRO ALVES,TERM. GRAJAÚ
33919,False,6062,2,10,JD. CASTRO ALVES,TERM. GRAJAÚ
1739,False,6062,1,51,TERM. STO. AMARO,JD. CASTRO ALVES
34507,False,6062,2,51,TERM. STO. AMARO,JD. CASTRO ALVES
1152,False,6063,1,10,TERM. VARGINHA,JD. VARGINHA
33920,False,6063,2,10,TERM. VARGINHA,JD. VARGINHA
2001,False,6063,1,21,TERM. VARGINHA,JD. NOVO HORIZONTE
34769,False,6063,2,21,TERM. VARGINHA,JD. NOVO HORIZONTE
1773,False,6063,1,41,TERM. VARGINHA,JD. NOVO MARILDA
34541,False,6063,2,41,TERM. VARGINHA,JD. NOVO MARILDA
2002,False,6063,1,42,TERM. VARGINHA,CHÁC. STO. AMARO
34770,False,6063,2,42,TERM. VARGINHA,CHÁC. STO. AMARO
2480,False,6063,1,43,TERM. VARGINHA,VL. DA PAZ
35248,False,6063,2,43,TERM. VARGINHA,VL. DA PAZ
1154,False,6069,1,10,TERM. STO. AMARO,JD. SÃO BERNARDO
33922,False,6069,2,10,TERM. STO. AMARO,JD. SÃO BERNARDO
2595,True,606C,1,10,CANTINHO DO CÉU,CIRCULAR
35363,True,606C,2,10,CANTINHO DO CÉU,CIRCULAR
2589,True,606Y,1,10,CHÁC. DO CONDE,EST. MENDES/VL. NATAL
35357,True,606Y,2,10,CHÁC. DO CONDE,EST. MENDES/VL. NATAL
2611,True,606Z,1,10,BALN. MAR PAULISTA,CIRCULAR
35379,True,606Z,2,10,BALN. MAR PAULISTA,CIRCULAR
1156,False,6071,1,10,TERM. STO. AMARO,JD. ORION
33924,False,6071,2,10,TERM. STO. AMARO,JD. ORION
1588,False,6072,1,10,TERM. VARGINHA,JD. SÃO NICOLAU
34356,False,6072,2,10,TERM. VARGINHA,JD. SÃO NICOLAU
1755,False,6072,1,21,TERM. VARGINHA,JD. IPORÃ
34523,False,6072,2,21,TERM. VARGINHA,JD. IPORÃ
2004,True,6072,1,23,BALN. SÃO JOSÉ,TERM. VARGINHA
34772,True,6072,2,23,BALN. SÃO JOSÉ,TERM. VARGINHA
1160,False,6073,1,10,TERM. VARGINHA,JD. STA. TEREZINHA
33928,False,6073,2,10,TERM. VARGINHA,JD. STA. TEREZINHA
1161,False,6074,1,10,EST. JURUBATUBA,JD. GAIVOTAS
33929,False,6074,2,10,EST. JURUBATUBA,JD. GAIVOTAS
1162,False,6075,1,10,TERM. VARGINHA,JD. REC. CAMPO BELO
33930,False,6075,2,10,TERM. VARGINHA,JD. REC. CAMPO BELO
1165,False,6076,1,10,TERM. STO. AMARO,JD. PROGRESSO
33933,False,6076,2,10,TERM. STO. AMARO,JD. PROGRESSO
1986,False,6076,1,41,TERM. STO. AMARO,JD. SATÉLITE II
34754,False,6076,2,41,TERM. STO. AMARO,JD. SATÉLITE II
1166,False,6078,1,10,SHOP. INTERLAGOS,CANTINHO DO CÉU
33934,False,6078,2,10,SHOP. INTERLAGOS,CANTINHO DO CÉU
2139,False,607A,1,10,SOCORRO,JD. APURÁ
34907,False,607A,2,10,SOCORRO,JD. APURÁ
2140,False,607A,1,21,EST. JURUBATUBA,JD. APURÁ
34908,False,607A,2,21,EST. JURUBATUBA,JD. APURÁ
1977,False,607C,1,10,ITAIM BIBI,JD. MIRIAM
34745,False,607C,2,10,ITAIM BIBI,JD. MIRIAM
2036,False,607M,1,10,TERM. ÁGUA ESPRAIADA,TERM. GRAJAÚ
34804,False,607M,2,10,TERM. ÁGUA ESPRAIADA,TERM. GRAJAÚ
1168,False,6080,1,10,SHOP. INTERLAGOS,JD. LUCÉLIA
33936,False,6080,2,10,SHOP. INTERLAGOS,JD. LUCÉLIA
1733,False,6083,1,10,TERM. GRAJAÚ,JD. ELIANA
34501,False,6083,2,10,TERM. GRAJAÚ,JD. ELIANA
1169,False,6084,1,10,TERM. VARGINHA,JD. CHÁC. DO SOL
33937,False,6084,2,10,TERM. VARGINHA,JD. CHÁC. DO SOL
1175,False,6091,1,10,TERM. STO. AMARO,VARGEM GRANDE
33943,False,6091,2,10,TERM. STO. AMARO,VARGEM GRANDE
1176,False,6091,1,21,TERM. STO. AMARO,JD. SILVEIRA
33944,False,6091,2,21,TERM. STO. AMARO,JD. SILVEIRA
1691,False,6091,1,51,TERM. STO. AMARO,COLÔNIA
34459,False,6091,2,51,TERM. STO. AMARO,COLÔNIA
1177,False,6092,1,10,TERM. GRAJAÚ,JD. DAS PEDRAS
33945,False,6092,2,10,TERM. GRAJAÚ,JD. DAS PEDRAS
1585,False,6093,1,10,TERM. GRAJAÚ,VARGEM GRANDE
34353,False,6093,2,10,TERM. GRAJAÚ,VARGEM GRANDE
1587,True,6099,1,10,DIVISA DE EMBU-GUAÇU,TERM. GRAJAÚ
34355,True,6099,2,10,DIVISA DE EMBU-GUAÇU,TERM. GRAJAÚ
37,False,609F,1,10,TERM. PRINC. ISABEL,CHÁC. SANTANA
32805,False,609F,2,10,TERM. PRINC. ISABEL,CHÁC. SANTANA
38,False,609F,1,21,ANHANGABAÚ,CHÁC. SANTANA
32806,False,609F,2,21,ANHANGABAÚ,CHÁC. SANTANA
2242,True,609J,1,10,METRÔ SÃO JUDAS,AEROPORTO
35010,True,609J,2,10,METRÔ SÃO JUDAS,AEROPORTO
1184,False,6110,1,10,AEROPORTO,CONJ. HAB. PALMARES
33952,False,6110,2,10,AEROPORTO,CONJ. HAB. PALMARES
1185,False,6115,1,10,TERM. GRAJAÚ,CANTINHO DO CÉU
33953,False,6115,2,10,TERM. GRAJAÚ,CANTINHO DO CÉU
